index,title,authors,college,department,abstract,keywords,pubdate
234,MOBILE SERVICE QUALITY DIMENSIONS AND CUSTOMER SATISFACTION: INPUT FOR A MOBILE SERVICE QUALITY ACTION PLAN,GRETCHEN MACARANAS,CLARO M. RECTO ACADEMY OF ADVANCED STUDIES,Doctor of Philosophy in Business Management,"The purpose of this research is to determine the customer perceptions on the mobile service quality dimensions and customers satisfaction. Findings of which, served as an input for a mobile service quality action plan. A descriptive-correlational method was used in this study. Moreover, quota sampling was utilized where 200 mobile users in the Province of Cavite served as the participants of the study. The results showed that most of the participants are 18-25 years old, female, single and college graduate who perceived that in terms of mobile service quality of gadgets, compatibility was perceived high, and risk was perceived low. On the other hand, mobile service quality in terms of service delivery, efficiency was perceived high, and privacy was perceived low. These perceptions led to a level of satisfaction in terms of perceived value and customer expectations. Only educational attainment appeared to be significantly related with both indicators of customer satisfaction. Furthermore, there is a difference between the perspectives of the participants on the level of satisfaction on the mobile service quality of gadgets and of the service delivery except for contact dimension. It was concluded that mobile service providers must value the insights of the different markets as mobile’s market share changes over time. It is recommended to be customer-focused and product- focused at the same time while putting emphasis on market and product development to further satisfy the demand of the market. Additionally, the adoption of mobile service quality plan is suggested.","Keywords: Demographic Profile, Mobile Service Quality, Customer Satisfaction",January 2022
235,TEACHER DEVELOPMENT PROGRAMS AND INSTRUCTIONAL COMPETENCE OF SCIENCE TEACHERS IN TRECE MARTIRES CITY DISTRICT: INPUT FOR AN ENHANCED TEACHER DEVELOPMENT PROGRAM,CAREN SALVACION,CLARO M. RECTO ACADEMY OF ADVANCED STUDIES,Master of Arts in Education Major in Educational Management,,,March 2014
236,THE EFFECT OF THE COMBINED INFLUENCE OF CAREER CHOICE FACTORS TOWARD THE SELECTION OF TRACKS AMONG JUNIOR HIGH SCHOOL STUDENTS,MELODY D. GONZALES,CLARO M. RECTO ACADEMY OF ADVANCED STUDIES,Master of Arts in Education Major in Educational Management,"There are various studies that indicate the influence of career choice factors such as personality, environment and socio economic status in student’s choice of career tracks. The main aim of this study is to determine the effect and influence level of career choice factors towards selection of tracks among junior high school students of Eugenio Cabezas National High School SY 2015-2016. The researcher used total enumeration of the population size. A total of 216 participants are part of the study. The study applied descriptive research design and inferential statistics. Data for the research was gathered through the use of self-administered questionnaire in a survey. Using chi-square correlation NCAE result has a significant relationship with SHS Track Preference of Grade 10 students. The outcome of the descriptive analysis shows that among the three factors: personality, environment and opportunity; Personality ranked as very influential to student's choice of career tracks. Analysis of variance showed that Personality is highly significant factor towards selection of tracks among junior high school students. With regards to the influence of personality on career track in terms of interest and academic preparation it revealed that their personal choice is extremely influential in their chosen track. Likewise, in response on the influence of personality on career track in terms of aptitude and skills, technical vocational skills was found to be very influential to the respondents in making career decisions. Exposure of students to career related technical and academic subjects also known as elective subjects in the Philippines will help them in their decision making. Students believed that Technical Vocational Livelihood track will equip them with skills that will eventually lead to their employment in various Technical Vocational courses. Among the environmental factors, parental influence is considered to be very influential on career decisions. On the other hand, majority of the students believed that opportunity to work overseas will lead them to their chosen tracks. The result of multiple regression showed that there is no significant effect on the combined influence of the career choice factors toward the selection of tracks among junior high school students.","Keywords: Career Choice, Junior High School Students, Senior High school, K to 12, Department of Education, Philippines, Eugenio Cabezas National High School, Grade 10 completers.",November 2017
237,th OF THE YEAR NON-CITHM STUDENTS OF LYCEUM NES UNIVERSITY CAVITE ON PHILIPPINE TRAVEL BLOGS,YANNIE MAE GILDO ARAISSA B. HIGGINSON,COLLEGE OF INTERNATIONAL TOURISM AND HOSPITALITY MANAGEMENT,Bachelor of Science in Travel and Tourism Management,,"Keywords: ravel Blogs, Awareness, Philippines Bloggers, Technology, Marketing Tool, Tourism and Technology",April 2017
238,THE IMPLEMENTATION O F WASTE DISPOSAL MANAGEMENT ON UN CRUISES INCORPORATED AS PER DENR STANDARD POLICY,CAMILLE JOYCE S. DE VILLA DWIGHT DUVAL B. DURAN DENNICA A. GUCELA JANN PAOLO R. RAMOS MARIA ANDREA G. RAVINA,COLLEGE OF INTERNATIONAL TOURISM AND HOSPITALITY MANAGEMENT,Bachelor of Science in International Hospitality Management,"The purpose of this research is to determine the implementation of waste disposal management on Sun Cruises, Inc. as per DENR standard policy .Its potential was assessed using variables, namely, high quality, authenticity, uniqueness, drawing power, and activity options. Mixed method was used in the study and non- probability, purposive sampling to conduct a survey that was distributed to the 60 employees of the establishment. The results show that most of the participants of this study are age ranges from 31 — 40 years old and from 21 — 30 years old. Most of the participants are female and who are at supervisory level positions for less than 1 year or 2 years. In the study stated that Sun Cruises, Inc. is mostly practicing the waste disposal management, both in terms of solid waste and wastewater by using the Sludge dewatering machine. Waste disposal and facilities supply are the most problems they encountered in complying with the DENR standard policy. Hence, it can be concluded that Sun Cruises, Inc. is in need to further improve its waste disposal practices, both in terms of solid waste and wastewater. It is recommended that all employees of Sun Cruises, Inc. have comprehensive seminars regarding waste disposal management from legal, technical and economic aspects.","Keywords: Sun Cruises Incorporated, Waste Disposal Management, Department of Environmental and Natural Resources, Sludge, Dewatering, Solid Waste, and Wastewater Treatment",October 2015
239,- Effect of Human Resource Downsizing to the Job Satisfaction of Remaining Hotel Employees in Selected Establishments in Cavite,"Kynne M.  Villocillo, Jahnea",COLLEGE OF INTERNATIONAL TOURISM AND HOSPITALITY MANAGEMENT,Bachelor of Science in International Travel and Tourism Management,students we’re considered in regards with the conclusion.,"Keywords: human resource, downsizing, job satisfaction",June 2022
240,"Assessing Food Safety Practices of the Selected Eateries Along City, Cavite","Gascon, Phoebe Kate",COLLEGE OF INTERNATIONAL TOURISM AND HOSPITALITY MANAGEMENT,Doctor of Philosophy in Business Management,"safety knowledge, owners","Keywords: awareness, customer, cross-contamination, eatery, food safety, food",June 2023
241,7PS OF MARKETING MIX: TOWARDS RELIABILITY OF SELECTED TRAVEL AGENCIES IN ALABANG,"Abarquez, V. Pagente, John Paolo Perez, Jennel Leah Santos, Vanessa Maribel",COLLEGE OF INTERNATIONAL TOURISM AND HOSPITALITY MANAGEMENT,Bachelor of Science in International Travel and Tourism Management,,,May 2018
242,Business Process Outsourcing: Safety and Security at iQor Philippines Inc.,"Abul, Arjune Clark E. Bue, John Kenneth C. Landong J r., Ricardo F. Pereyra, John Wendell M.",COLLEGE OF INTERNATIONAL TOURISM AND HOSPITALITY MANAGEMENT,Bachelor of Science in International Hospitality Management,"The purpose of this research is to raise awareness on the safety and security iQor Philippines, Inc. Descriptive-Quantitative method was used in this study and the survey will be distributed to the workplace only in iQor Philippines Inc. The employees and management were the participants in the study. Majority of the participants are in the position of agents and resolution supervisors. The objective of this thesis is to review and analyze the current command and control communications used by the iQor Philippines Inc. and provide best business practices of emergency preparedness capable of responding to all public health emergencies, act of and mass casualty incidents. Natural and man-made disasters, such as earthquakes, floods, plane crashes, high-rise building collapses, or major nuclear facility malfunctions, pose an ever-present danger challenge to public emergency services. In order to manage such disasters in a rapid and highly efficient and coordinated manner, the optimal provisions of information concerning any crisis situation is an essential pre-requisite. Local police, fire departments, public health department, civil defense, military and other emergency response organizations must react efficiently yet individually but most importantly, in a coordinated manner. These results in the necessity for both intra and inter organization coordination at several hierarchy levels.","Keywords: Compliance, Awareness, Emergency Preparedness, Questionnaires, Safety and Security",November 2017
243,HISTORICAL CATHOLIC CHURCHES OF CAVITE: A BASIS FOR SUSTAINABLE TOURISM IMPACTS,JAPET S. BAHALLA LAWRENCE H. CRISOSTOMO CLARENZ JAMES G. DE GUZMAN JUSTINE CLYDE E. IBUAN,COLLEGE OF INTERNATIONAL TOURISM AND HOSPITALITY MANAGEMENT TOURISM COLLEGE OF INTERNATIONAL,Bachelor of Science in International Travel and Tourism Management,"The main purpose of this study is to know the sustainable impacts done by the | churches of Imus, Bacoor and Cavite in terms of social, economic, environmental and physical factors. It also looked into the motivations of the tourist to visit the historical churches as well as the demographic profiles of the participants. Descriptive method was used in the study. The first phase of the study is to identify the variables included in the study then the second phase is the collection of data from the participants through survey questionnaire. A total of 120 participants were asked to answer the survey. The third phase is the analysis of data to determine the sustainable impacts done by the churches, contributions of the churches to the tourism of its city, and motivations of the tourist to visit the churches. The results show that the three churches highly contribute in their cities in terms of social, economic, environmental and physical d factors and indicators were positive impacts. It also showed Most of the state factors. e an average of 5000+ visitors in a month. It also showed that the three churches hav that “Mass” is the main purpose of the visitors according to the respondents. It recommended and development of ideas to the future researchers, local community, several strategies church’s management and local government.","Keywords: Catholic Church, Sustainable impacts, Tourism impacts, COLLEGE OF INTERNATIONAL TOURISM AND HOSPITALITY MANAGEMENT",March 2017
244,DISASTER MANAGEMENT OF SELECTED FOOD ESTABLISHMENTS IN BACOOR CAVITE,BEA MAE L. DE RAYA JOFEL R. DOTOLLO JOANNE PAULINE Y. NIEVERA KASSIUS LEE S. SAMONTE,COLLEGE OF INTERNATIONAL TOURISM AND HOSPITALITY MANAGEMENT,Bachelor of Science in International Hospitality Management,"establishments, Bacoor Cavite","Keywords: Disaster, disaster management plan, top-level management, food",October 2016
245,COVID-19 OUTBREAK THE PHILIPPINE TOURISM INDUSTRY: BASIS FOR THE RECOVERY OF THE SELECTED HOTELS IN TAGAYTAY,KATE R. CERBO RODELIZA ERICA O. DANGEL ERROL DE SAN ANDRES SAMANTHA FAYE NOLASCO,COLLEGE OF INTERNATIONAL TOURISM AND HOSPITALITY MANAGEMENT,Bachelor of Science in International Travel and Tourism Management,"The coronavirus disease 2019 (COVID-19) has become a huge threat to global public health and severely affected tourism industry. This paper is based on an overview of the relevant literature on hotel management as well as the hotel guest behavior. The purpose of this study is to serve basis for the recovery of accommodations most especially in Tagaytay amidst the pandemic by simply giving knowledge and guidance to the local residents and employees. Qualitative Research Method was used in the study that analyzes information given in real situations through language and behavior. The use of this study shows new standards of new operations in accommodations are made through health protocols given by the government in order for the industry to survive. The results of this study through the response of people who are most suffering in the tourism industry which is the owner, manager & employee of every hotels in Tagaytay. Selected hotels in Tagaytay were still on the stage of developing new and effective ways to keep away the tourists from the risk of Covid-19 Outbreak. Even though some of were unclear about recovering, inch by inch accommodations are bouncing back by adjusting to the new normal situation. The researchers concluded that the findings documented are fundamental to understanding the trends and fluctuations in hospitality management in the current crisis and any similar crisis in the future. This paper aims to show the plans and solutions recommended for the recovery of the Hotels in Tagaytay such as improved hotel services, the new proper training of the employees that fits health protocols given by the government, strict security, maintenance and housekeeping and lastly improving every tourists or guest’s awareness to minimize the risk of Covid-19 Outbreak.","Keywords: Hotel Management, Recovery of the selected hotels in Tagaytay, Hotel Guest, Local residents, Owners, Manager, Employees, New Standard Operation, Pandemic. COLLEGE OF INTERNATIONAL TOURISM AND HOSPITALITY MANAGEMENT",
246,"THE IMPACTS OF OUR LADY OF PILLAR CATHEDRAL AS A TOURISM SITE AS PERCEIVED BY THE LOCALS OF IMUS, CAVITE",CATLEEN DIANE A. CALDEJON ALYSSA BETTINA D. CANLAS JEANNE PAULINE C. GABRIEL ROLANDO C. REVIDIZO JR. DAVE B. SORIANO,COLLEGE OF INTERNATIONAL TOURISM AND HOSPITALITY MANAGEMENT,Bachelor of Science in International Travel and Tourism Management,"The purpose of this research is to determine the impacts of Our Lady of Pillar Cathedral as perceived by the locals of Imus, Cavite. The demographic profile of the respondents, the impacts of Our Lady of Pillar Cathedral as a tourism site to the locals of Imus, Cavite and their level of support for tourism development Descriptive method was used in the study and survey was distributed to the 97 locals of Imus, Cavite. The result show that in terms of physical factors; environmental factors; economic factors and socio-cultural factors the participants “agreed” that they experienced impacts from Imus Cathedral as a tourism site. They agreed that they are experiencing high level of impact on the presence of peacefulness, solemnity and spirituality of the church every mass since that they experienced the greatest impact on the physical factor. They also have a high level of support for the tourism development of the place that they are willing to provide a good environmental condition for tourists. Hence, it can be concluded that the participants had positively experienced impacts from Imus Cathedral as a tourism site. The participants also have a high level of support for tourism development with the overall mean of 3.98. It is recommended that the local government should have a consultation, create awareness and provide activities to be able to encourage residents to support tourism development at Imus Cathedral.","Keywords: Imus Cathedral, Impacts as a Tourism Site, Level Of Support, and Tourism Development",March 2014
247,ASSESSMENT OF RADIOLOGIC TECHNOLOGY LABORATORY OF LPU- CAVITE: A BASIS FOR ENHANCEMENT OF THE FACILITY,"ESTEBAN, MARK ALLEN S. LANDICHO, ERORL JOHN MILLANES, CHARRY MAE C. SALES, RAVEN VERNESE E. ",COLLEGE OF ALLIED MEDICAL SCIENCES,Bachelor of Science in Radiologic Technology,"A laboratory plays a significant role in molding the students’ knowledge and skills necessary to ensure competency in performing their professional responsibilities. Hence, it is important to assure that the laboratory is well-equipped and complies with the specified standards. This study was conducted to assess the condition of the Radiologic Technology laboratory of LPU- Cavite in terms of the physical facility, equipment & materials, personal protective equipment, and safety provision; to determine the areas that require improvements which shall serve as the basis for the enhancement of the facility. Assessments were gathered from selected individuals relevant to the Radiologic Technology program. Participants’ profiles were correlated with the laboratory condition parameters using Pearson's Product- Moment Correlation Coefficient and revealed that position in the university and the laboratory condition in terms of all given parameters have no significant relationship. Whereas there was a significant relationship between the number of years of stay in the university and laboratory condition in terms of physical facility and safety provision. Furthermore, the results of the study have shown that the physical facility and equipment & materials of the laboratory require more improvement compared to the other given parameters.","Keywords: Equipment & Materials, Personal Protective Equipment, and Safety Provision Radiologic Technology, Laboratory Condition, Physical Facility, COLLEGE OF ALLIED MEDICAL SCIENCES vi",July 2021
248,Level of Stress and the Management Techniques of Radiologic Technology Senior Interns in Selected Hospitals in Cavite for A.Y. 2022-2023,"Angelo A.  Tolentino, Jose",COLLEGE OF ALLIED MEDICAL SCIENCES,Bachelor of Science in Radiologic Technology,"Techniques, Sex, and Type of Hospital","Keywords: Radiologic Technology senior interns, Level of Stress, Stress Management",July 2023
249,Perception of Community Pharmacists on Immunizing Pharmacist Certification Program amid COVID-19 Pandemic in General Trias City Cavite,Mae C.  Galicia M.  Palima,COLLEGE OF ALLIED MEDICAL SCIENCES,Bachelor of Science in Pharmacy,"This study aims to describe and determine the perception of community pharmacists working in General Trias Cavite towards the Immunizing Pharmacist Certification Program amid COVID-19 pandemic. Additionally, it aims to determine if there was a significant difference between the demographic profile of the respondents, and their perception of the Immunizing Pharmacist Certification Program amid the COVID-19 pandemic. The study utilized a quantitative descriptive research design to describe the perception of the respondents and identify the significant difference in the community pharmacists’ demographic profile against their perception towards being part of the immunizing workforce. In gathering data, a researcher-made online survey questionnaire was used. There were 46 registered community pharmacists purposively chosen from the city of General Trias. The statistical tools used were the frequency, percentage, mean, T- Test, and Analysis of Variance (ANOVA). The study only included data that were gathered from registered pharmacists currently working in a community pharmacy in General Trias City, Cavite selected from small and big community pharmacies. The study was limited to analyzing the perception of registered community pharmacists. The questions asked from the respondents were limited to information only related to the Immunizing Pharmacist Certification Program amid the COVID-19 pandemic. The findings of the study revealed that the majority of the respondents were at the age of 21-30 years, female, and practicing as community pharmacists for 1-10 years. All test results suggested that there was no significant difference in the perception of respondents when they were grouped according to their demographic profile. The community pharmacists of General Trias City, Cavite perceived themselves as willing to participate in immunization program endeavors, assessed themselves and their community pharmacy as capable of administering immunization procedures, and that they have reservations about their personal health and safety when considering the program.","Keywords: community pharmacists, Immunizing Pharmacist Certification Program, COVID-19, training, willingness, community pharmacy capability, personal health and safety, vaccine administration",June 2022
250,THE HYPOGLYCEMIC EFFECT OF Iresine (BLOODLEAF) EXTRACT IN ALLOXAN-INDUCED Rattus norvegicus (SPRAGUE DAWLEY RATS),"DAMOSLOG, KAREN JEAN N. RAMOS, KATE EMERALD B. TAPIT, QUEEN B.",COLLEGE OF ALLIED MEDICAL SCIENCES,Bachelor of Science in Pharmacy,"The purpose of this research is to determine the hypoglycemic effect of Jresine herbstii (Bloodleaf) extract in alloxan-induced Rattus norvegicus (Sprague Dawley Rats). For this study, 25 rats weighing 120 - 250g were used. The experimental rats were acclimatized for 7 days and kept under room temperature in a 12-hour light-dark cycle with free access to water ad libitum. After 1 week of acclimatization, the rats had been put into fasting for 8 hours and blood samples were collected using retro-orbital sampling. The baseline blood glucose level of each rat was measured using UV-Vis Spectrophotometer. After measuring the baseline, Diabetes mellitus was induced via intraperitoneal injection of alloxan on each rat. Blood glucose level of each rat was again measured. When they were already hyperglycemic, the rats were grouped into five with five rats each. The first group, also known as the positive group, received Metformin 100 mg/Kg BW. For the second group or the negative group, each rat received 1 mL plain NSS. The third group received 200mg/kg BW; the fourth group received 500mg/kg BW and the last group received 1000mg/kg BW of ethanolic leaf extract of herbstii. All groups received the treatment for seven (7) days once a day every At the 7th day of treatment, blood samples were collected from the rats after they had been put into 8 hours fasting through cardiac puncture to get the value of the fasting blood glucose of all the experimental groups. The result revealed that 200mg/kg BW and BW has no significant difference (p-value<0.05) with the positive group (Metformin) however, 1000mg/kg BW shows that it is significantly more effective in reducing the blood glucose levels of rats than the positive group (Metformin). Results also revealed that there is a significant difference (p-value<0.05) of both the positive and negative groups and 200mg/kg BW of ethanolic leaf extract from their baseline values. In comparison, 500mg/kg BW and 1000mg/kg BW of ethanolic extract of Iresine herbstii showed no significant difference from their baseline value. Furthermore, the values also revealed that there is a significant difference (p-value<0.05) with the fasting blood glucose levels of the experimental groups before and after treatment. Therefore, it is concluded that the ethanolic leaf extract of Jresine herbstii has the ability to reduce and normalize the fasting blood glucose levels of Sprague Dawley Rats."," Iresine herbstii, Rattus norvegicus, ethanol, Hypoglycemic, fasting blood glucose, Metformin, Sprague Dawley Rats, Bloodleaf",
251,THE EFFECT OF Carica Papaya LINN. LEAF EXTRACT ON THE INDUCED- HYPOCALCEMIC AGED FEMALE SPRAGUE DAWLEY RATS WITH RISK OF OSTEOPOROSIS,SHEIRA E. ABLONG ALEXANDER D. BAYBAY GERLIE JOY P. FLORESCA MARIA DIZAN A. ,COLLEGE OF ALLIED MEDICAL SCIENCES,Bachelor of Science in Pharmacy,"Age-related bone loss involves gradual and progressive decline of bone mass in every individual that may lead to osteoporosis, a systemic skeletal disease characterized by reduced bone density and micro-architectural deterioration of the bone tissue. This study was designed to explore the effect of methanolic leaf extract of Carica papaya Linn. in increasing the calcium levels of aged female rats induced with hypocalcemia. Sixteen 2-year old female Sprague Dawley rats weighing 130-250 grams were used and divided into four groups after the 2 weeks induction of hypocalcemia using 28mg/kg BW of Methylprednisolone. Negative group included rats induced with hypocalcemia, untreated, received Normal Saline Solution daily. Positive group, rats induced with hypocalcemia administered daily with 27mg/kg BW Calcium Carbonate. Treatment 1, rats induced with hypocalcemia given daily with 50mg/kg BW papaya extract and treatment 2, rats induced with hypocalcemia administered daily with 200mg/kg BW of papaya extract. The rats were administered with different concentrations of papaya extract and standard drug (Calcium Carbonate) for 3 weeks. The result showed a significant increase in the serum calcium of rats that received treatment 2 with 200mg/kg BW of papaya extract. Thus, it can be concluded that the high concentration of papaya extract has the potential to increase and maintain the blood serum calcium levels to prevent further lowering of calcium levels that may lead to bone loss.","Keywords: Osteoporosis, Blood serum calcium, Carica papaya L., Sprague Dawley rats, Calcium Carbonate",May 2018
252,,"Kirsten M.  Robles, Princess",COLLEGE OF ALLIED MEDICAL SCIENCES,Bachelor of Science in Medical Technology,"The antifungal activity of methanolic leaf extract of Terminalia against Microsporum canis and Malassezia furfur was evaluated through agar disc diffusion by measurement of the zone of inhibition. Based on the result, a comparable susceptible activity of the pure methanolic plant extract was shown against the tested fungi as compared with the standard drug griseofulvin. A non-significant p values of the zone of inhibition was obtained between the plant extract and the standard drug. Minimum inhibitory concentration (MIC) and Minimum fungicidal concentration (MFC) were also determined to establish the lowest concentration that could inhibit the growth and kill the organism tested. MIC of the extract against Microsporum canis was identified at 25% concentration while in Malassezia furfur was Out of the extract concentrations only 100% showed fungicidal activity against Microsporum canis, while in Malassezia it was also the pure extract (100%) that completely killed the organism. It is then concluded that Terminalia catappa showed an effective antifungal activity, the same way as the standard drug griseofulvin.","Keywords: Methanolic extract, Terminalia catappa, Microsporum canis, Malassezia Zone of Inhibition, Griseofulvin, Minimum Inhibitory Concentration, Minimum Fungicidal concentration. COLLEGE OF ALLIED MEDICAL SCIENCES",May 2019
253,Cordyline fruticosa (Ti Plant) Leaves’ Anthocyanin Extract for Enhancem ent of Male Drosophila melanogaster (Fruit Fly) the Memory,Jhoyny Philippe G.  Palmario,COLLEGE OF ALLIED MEDICAL SCIENCES,Bachelor of Science in Pharmacy,"The study aimed to determine the memory enhancement effects of Ti plant leaves’ anthocyanin extracts using male fruit flies as model organism. Anthocyanins were extracted from 10g, 20g, and 30g of dried Ti plant leaves through maceration using acidified ethanol as the solvent. Anthocyanin extracts were subjected into quantitative analysis using reversed-phase HPLC. The three sets of extracts were found to have an anthocyanin concentration of 97.265%, 98.255% and 99.007%, respectively. Aversive Phototaxic Suppression assay and Courtship Conditioning test were performed which determined the memory enhancement of flies by measuring the length of time that it showed avoidance behavior toward the light within 10-second interval having a reinforced memory of an aversive stimulus and the time that it showed courtship behavior to the pre-mated female flies within the 10-minute interval upon exposure to subsequent rejections, respectively, before and after administration of the anthocyanin extracts. The result showed that anthocyanin extract from the plant containing 10g, 20g and 30g sample had posed memory enhancement of 4.8%, 7.35% and 12.98% for APS assay and 49.95%, 56.17% and 56.28% for CC test, respectively. These results signified that C. fruticosa leaves’ anthocyanin extracts posed memory enhancing effects toward the male D. melanogaster.","Keywords: Memory Enhancement, Anthocyanins, Cordyline fruticosa (Ti Plant), Drosophila melanogaster (Fruit fly)",June 2019
254,Optimization of Pterygoplichthys disjunctivus (Janitor Fish) Peptone Extraction as Alternative to Beef Peptone in Mannitol Salt Agar for Selected Microorganisms,"Amurao, Nicole C.  Bartolome, Bianca L.  Ventura, Adona Faith G.  Villanueva, Jaezelle D. ",COLLEGE OF ALLIED MEDICAL SCIENCES,Bachelor of Science in Medical Technology,"Nicole C.  Bianca L. This research aims to determine the effectiveness of optimized peptone extract from Pterygoplichthys disjunctivus (janitor fish) as an alternative source to beef peptone in Mannitol Salt agar as source of growth factor needed by bacteria. The extraction of peptone was adapted and optimized from the published extraction from boso fish to meet the requirements needed to extract peptone from janitor fish flesh and vertebrae. To obtain the objectives of the study, experimental method was employed as the research design since the experimental agar was compared with control agar. The janitor fish gathered from the river of Patio Tirona, Malagasang 2, Imus, Cavite was dried and was later defatted through the process of Soxhlet extraction. It was then subjected to enzymatic hydrolysis which produced peptone as its product. The results were gathered based on the physical characteristics of the potential differential media in contrast with Mannitol Salt Agar (MSA), if the agar supported the growth of coli and S. aureus as well as the colony characteristics and the growth duration of the two bacteria on the experimental and control media. The results concluded that the agar with janitor fish peptone, based on physical characteristic, had better solidifying efficacy than the MSA. The Janitor Fish Agar was able to support the growth of S. aureus and inhibited E. coli. The colony characteristics such as shape, size, color and transparency of the two bacteria were the same with the two culture media, respectively.","Keywords: Pterygoplichthys disjunctivus (janitor fish), Peptone, Mannitol Salt Agar, Enzymatic Hydrolysis, E. coli, S. COLLEGE OF ALLIED MEDICAL SCIENCES",November 2018
255,IN VIVO ANTIDEPRESSANT ACTIVITY OF BAY LEAF (Laurus nobilis) CRUDE EXTRACT ON ALBINO MICE (Mus musculus),"ALEGRE, KAREN CIELO F. PADUA, MARY WINCEL O. PADUA, MEARL ARREN E. ",COLLEGE OF ALLIED MEDICAL SCIENCES,Bachelor of Science in Pharmacy,"Bay (Laurus nobilis) was used in the traditional Iranian medicine as a treatment for epilepsy and Parkinsonism. These diseases mainly act on the central nervous system and were reported to be related to the deficiency of monoamines in the brain. This leads to the researcher’s conclusion that Bay’s mechanism of action is related to the elevation of monoamines in the brain and therefore can be a potential cure for depression in which people affected with it are lacking monoamines in the brain. Therefore, the researchers were conducted this study to assess the effect of Bay (Laurus nobilis) leaf crude extract as an antidepressant at doses 100 mg/kg, 200 mg/kg, and 400 mg/kg in comparison to Fluoxetine (Prozac) as positive and negative control using forced swim test (FST). Results of the experiment showed that all doses had no significant difference with the positive control where only the 200 mg dose showed significant difference with the negative control. Results indicate that Bay leaf (L. nobilis) has antidepressant activity at dose 200 mg/kg.","Keywords: Bay, Laurus nobilis, Depression, Antidepressant, Fluoxetine, Forced Swim Test",May 2018
256,Anti-Inflammatory Activity of Hylocereus Costaricensis (Dragon Fruit) Methanolic Fruit Extract Against Carrageenan-Induced Paw Edema on Male Sprague Dawley Rats,"John F.  Virata, Mikaela",COLLEGE OF ALLIED MEDICAL SCIENCES,Bachelor of Science in Pharmacy,"Inflammatory condition is universally identified as one of the most important causes of comorbidity across the population. Considering doubts about the side effects of repeated use of synthetic chemicals, there is growing interest in the medicinal uses of plant-based natural products. This study aimed to investigate the anti-inflammatory effects of Hylocereus Costaricensis (dragon fruit) methanolic fruit extract on carrageenan-induced paw edema in male Sprague Dawley rats. The study utilized macerated fruit flesh with 80% methanol to extract the bioactive compounds present in the fruit. The subjects were divided into five groups: positive control, negative control, and three experimental groups, each containing five rats. Paw edema was induced by injecting Carrageenan into the rats’ hind paws, and the treatment groups were assessed for changes in paw thickness and erythrocyte sedimentation rate (ESR) values over time. Statistical analysis, including one-way analysis of variance (ANOVA) and Tukey's post-hoc test, was performed to compare the effects of each group. The results indicated that while paw thickness did not show significant differences among the treatment groups compared to the positive control, the higher dose of 750 mg/kg of Dragon fruit extract demonstrated sustained reductions in ESR levels. This suggests that Dragon fruit extract may have potential anti-inflammatory properties and could effectively reduce ESR levels in paw edema.","Keywords: carrageenan-induced paw edema, Diclofenac potassium, dragon fruit, ESR, Hylocereus costaricensis, inflammation, paw thickness",July 2023
257,The Level of Awareness of Grade 12 Students on Radiologic Technology of the,Andrei B.  Paje,COLLEGE OF ALLIED MEDICAL SCIENCES,Bachelor of Science in Radiologic Technology,program compared to the male respondents (M = 2.06; M = 2.45).,"Keywords: Level, Awareness, Radiologic Technology, Grade 12 Students",June 2022
258,CORRELATION OF POLYCYSTIC OVARY SYNDROME WITH TYPE 2 DIABETES MELLITUS: A SYSTEMATIC REVIEW,"Gatdula, Rhaiza B.  Vergara, Naenette Sheane Marie D. ",COLLEGE OF ALLIED MEDICAL SCIENCES,Bachelor of Science in Medical Technology,performed via PubMed databases published from 2011-2020. included to be able to extract the study from the database. Several limitations of the women. SHBG levels may have been lower in PCOS women than those without PCOS.,"Keywords: Polycystic Ovary Syndrome, PCOS, Type 2 diabetes mellitus, Metabolic syndrome, MetS",July 2021
259,Correlation of Hemoglobin Level and Bleeding Tendency Among Spontaneous Vaginal Delivery Patients from Kawit Kalayaan Hospital,"Ada, Joshua D.  Batua, Mohanisah D.  De Vera, Rhone Krishna N.  Payoc, Jenie Mae P.",COLLEGE OF ALLIED MEDICAL SCIENCES,Bachelor of Science in Medical Technology,"Mortality rate due to spontaneous bleeding during birth delivery is still a pressing challenge both on part of medical practitioners and patients up to this day. Compliance to pre-natal checkup is the best strategy to prevent the occurrence of this, such that some causes of death associated with bleeding are preventable. The purpose of this study is to correlate the hemoglobin level and bleeding tendency among normal spontaneous vaginal delivery patients from Kawit, Kalayaan Hospital. Descriptive research method was used in the research paper to describe the correlations of the age, gravida, and history of fetal deaths of the participants with their hemoglobin level. Chi square of significant correlation revealed that age and gravidity of the pregnant patients have correlation with their hemoglobin level but not with the history of fetal death. It is also established that hemoglobin level of 90.2 g/L is critical for the patient’s tendency to bleed during the spontaneous vaginal delivery.","Keywords: Hemoglobin, Bleeding tendency and Normal spontaneous vaginal delivery",July 2021
